address,city,zipcode,beds,baths,sqft,value,taxes,lat,lng,monthly_hoa,districtMatch,percentFreeDiscLunch,percentofAfricanAmericanStudents,percentofAsianStudents,percentofHispanicStudents,percentofIndianStudents,percentofPacificIslanderStudents,percentofTwoOrMoreRaceStudents,percentofWhiteStudents,rankMovement,"Median household income (in 2019 dollars), 2015-2019",beds_3,beds_4,beds_5,baths_2,baths_3,baths_4
1494 S Hoyt Street,Lakewood,80232,3,3,1731,575000,2547,39.68956878,-105.10510076,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,66740.0,1,0,0,0,1,0
1553 S Yank Street,Lakewood,80228,3,3,2194,575000,2741,39.68864,-105.14455,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,1,0,0,0,1,0
2309 S Eldridge Street,Lakewood,80228,4,3,2161,570000,2334,39.67566364,-105.15781192,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,66740.0,0,1,0,0,1,0
10403 W Arkansas Drive,Lakewood,80232,3,3,1672,565000,2484,39.69122328,-105.114984,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,66740.0,1,0,0,0,1,0
1209 S Brentwood Street,Lakewood,80232,4,2,2114,565000,1941,39.69455636,-105.08986181,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,66740.0,0,1,0,1,0,0
12246 W Texas Drive,Lakewood,80228,4,3,2095,550000,1932,39.69513405,-105.13169854,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,66740.0,0,1,0,0,1,0
9281 W Louisiana Avenue,Lakewood,80232,3,2,1462,550000,2214,39.69360631,-105.10200222,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,1,0,0,1,0,0
6580 W Nevada Place,Lakewood,80226,3,2,1832,550000,1960,39.70922128,-105.06969433,0.0,Adams County 14 School District,83.17,2.39,0.14,85.35,0.46,0.13,1.01,10.52,-5.56,66740.0,1,0,0,1,0,0
954 S Queen Way,Lakewood,80226,3,2,1715,549900,1392,39.69987734,-105.12432376,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,66740.0,1,0,0,1,0,0
7770 W Woodard Circle,Lakewood,80227,3,3,2147,547000,2520,39.67557376,-105.08455372,0.0,Westminster 50 School District,80.55,1.94,3.94,74.73,0.68,0.59,2.25,15.88,-19.69,66740.0,1,0,0,0,1,0
1122 S Flower Circle,Lakewood,80232,3,3,1464,545000,2014,39.69537321,-105.09874227,82.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,66740.0,1,0,0,0,1,0
1306 S Zephyr Court,Lakewood,80232,5,2,2038,545000,2117,39.69192967,-105.085036,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,66740.0,0,0,1,1,0,0
2636 S Deframe Circle,Lakewood,80228,3,3,1352,535000,2454,39.67078459,-105.15282228,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,1,0,0,0,1,0
1169 Van Gordan,Lakewood,80401,4,2,1750,529900,1506,39.73410729,-105.13544236,0.0,Littleton 6 School District,20.79,1.46,2.42,19.47,0.35,0.15,4.69,71.45,-15.7,66740.0,0,1,0,1,0,0
565 Saulsbury Street,Lakewood,80226,3,2,1303,525000,1980,39.738028,-105.097049,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,1,0,0,1,0,0
1873 S Owens Street,Lakewood,80232,3,2,1636,525000,2334,39.68284175,-105.12162959,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,1,0,0,1,0,0
1897 S Beech Street,Lakewood,80228,4,2,1676,525000,2579,39.68218603,-105.154004,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,0,1,0,1,0,0
194 S Reed Court,Lakewood,80226,4,3,1251,524999,2449,39.71319537,-105.07471633,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,66740.0,0,1,0,0,1,0
11380 W Exposition Avenue,Lakewood,80226,3,2,1238,519900,1228,39.7035708,-105.12549465,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,66740.0,1,0,0,1,0,0
9541 W Cornell Place,Lakewood,80227,4,3,1920,514900,2514,39.66166,-105.10396,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,66740.0,0,1,0,0,1,0
870 Miller Street,Lakewood,80215,3,2,1252,509900,2091,39.73135157,-105.11356168,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,66740.0,1,0,0,1,0,0
6925 W Colorado Drive,Lakewood,80232,4,2,2056,509000,1509,39.68516768,-105.07356542,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,66740.0,0,1,0,1,0,0
1201 Union Street,Lakewood,80401,3,1,1121,500000,1734,39.73426019,-105.13328641,0.0,Adams 12 Five Star Schools,47.39,1.91,4.73,47.0,0.55,0.14,3.32,42.36,-23.4,66740.0,1,0,0,0,0,0
1861 S Teller Street,Lakewood,80232,3,2,1631,500000,1978,39.68374928,-105.077335,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,1,0,0,1,0,0
11396 W Kentucky Drive,Lakewood,80226,4,2,1771,499900,2084,39.69908515,-105.12580627,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,66740.0,0,1,0,1,0,0
30 Chase Street,Lakewood,80026,4,2,1800,498000,2614,39.71781713,-105.05654501,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,0,1,0,1,0,0
7130 W Iowa Avenue,Lakewood,80232,5,3,2080,495000,2183,39.68907,-105.076043,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,66740.0,0,0,1,0,1,0
1284 S Newland Court,Lakewood,80232,3,2,1096,495000,2046,39.69278128,-105.069963,0.0,Westminster 50 School District,80.55,1.94,3.94,74.73,0.68,0.59,2.25,15.88,-19.69,66740.0,1,0,0,1,0,0
1642 S Everett Street,Lakewood,80232,4,2,2378,475000,2268,39.68637932,-105.09663697,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,66740.0,0,1,0,1,0,0
300 S Pierce Street,Lakewood,80226,3,2,1323,470000,2040,39.71057993,-105.0717766,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,66740.0,1,0,0,1,0,0
2405 Lee Street,Lakewood,80215,3,1,1060,454900,2382,39.75078187,-105.11221908,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,66740.0,1,0,0,0,0,0
61 S Ames Street,Lakewood,80226,3,2,1040,450000,2188,39.71578901,-105.05478164,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,1,0,0,1,0,0
830 S Harlan Street,Lakewood,80226,3,3,1598,450000,2484,39.70140789,-105.06224881,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,66740.0,1,0,0,0,1,0
1416 Chase Street,Lakewood,80214,2,1,790,384000,1469,39.73893927,-105.05626306,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,66740.0,0,0,0,0,0,0
5891 Wood Sorrel Drive,Littleton,80123,3,3,2853,750000,4150,39.60998664,-105.04381642,133.33333333333334,Littleton 6 School District,20.79,1.46,2.42,19.47,0.35,0.15,4.69,71.45,-15.7,76015.0,1,0,0,0,1,0
11032 W Crestline Drive,Littleton,80127,4,3,2463,749000,2311,39.61860683,-105.12137851,38.66666666666666,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,76015.0,0,1,0,0,1,0
4874 S Routt Street,Littleton,80127,4,4,3314,724900,3555,39.62825457,-105.12778283,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,76015.0,0,1,0,0,0,1
11945 W Brandt Place,Littleton,80127,3,4,3135,650000,3356,39.61527026,-105.13274964,49.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,76015.0,1,0,0,0,0,1
5295 S Cody Street,Littleton,80123,2,2,1474,599999,1816,39.61908768,-105.09446536,66.25,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,76015.0,0,0,0,1,0,0
11250 W Aqueduct Drive,Littleton,80127,3,3,1543,599900,2006,39.61744124,-105.12530354,38.66666666666666,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,76015.0,1,0,0,0,1,0
5103 S Parfet Way,Littleton,80127,3,3,1720,595000,2987,39.62364406,-105.12090425,39.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,76015.0,1,0,0,0,1,0
5229 S Parfet Way,Littleton,80127,4,3,1976,590000,2966,39.62178706,-105.12230554,39.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,76015.0,0,1,0,0,1,0
10347 W Bellewood Place,Littleton,80127,4,3,2601,582500,3064,39.62503422,-105.11374857,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,76015.0,0,1,0,0,1,0
8564 W Radcliffe Place,Littleton,80123,3,3,1916,550000,2447,39.63601329,-105.092773,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,76015.0,1,0,0,0,1,0
5775 S Kline Street Unit 126,Littleton,80127,2,2,1460,534000,2420,39.61334516,-105.11170637,137.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,76015.0,0,0,0,1,0,0
10827 W Dumbarton Drive,Littleton,80127,3,3,1856,525000,2151,39.62632884,-105.119885,326.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,76015.0,1,0,0,0,1,0
5460 S Windermere Street,Littleton,80120,5,3,2153,524900,3192,39.61768918,-105.00647246,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,76015.0,0,0,1,0,1,0
10722 W Dumbarton Circle,Littleton,80127,2,2,1735,499000,2225,39.62664735,-105.11937936,374.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,76015.0,0,0,0,1,0,0
5860 S Moore Street,Littleton,80127,3,2,1350,489900,2387,39.61181191,-105.11644807,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,76015.0,1,0,0,1,0,0
9840 W 36th Avenue,Wheat Ridge,80033,5,3,2072,749900,2203,39.76641458,-105.10775268,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,57659.0,0,0,1,0,1,0
12607 W 38th Drive,Wheat Ridge,80033,4,2,3061,745000,2556,39.7684256,-105.14070431,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,57659.0,0,1,0,1,0,0
3560 Chase Street,Wheat Ridge,80212,3,2,1578,730000,3439,39.76734144,-105.05701037,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,57659.0,1,0,0,1,0,0
3320 Nelson Street,Wheat Ridge,80033,3,3,2121,729000,2344,39.76368123,-105.11756206,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,57659.0,1,0,0,0,1,0
10400 W 33rd Place,Wheat Ridge,80033,3,3,2037,725000,2321,39.76281024,-105.11493779,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,57659.0,1,0,0,0,1,0
7265 W 33rd Avenue,Wheat Ridge,80033,4,2,1800,699900,1598,39.76369734,-105.07780248,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,57659.0,0,1,0,1,0,0
10850 W 41st Avenue,Wheat Ridge,80033,4,2,1829,690000,1737,39.77226672,-105.11976495,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,57659.0,0,1,0,1,0,0
3363 Vivian Drive,Wheat Ridge,80033,4,3,3032,685000,3233,39.76375337,-105.13517229,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,57659.0,0,1,0,0,1,0
3310 Independence Court,Wheat Ridge,80033,3,2,2367,675000,2359,39.76318339,-105.10529619,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,57659.0,1,0,0,1,0,0
3965 Miller Street,Wheat Ridge,80033,2,2,1829,670000,2556,39.77132982,-105.1142568,270.0,Englewood 1 School District,61.99,2.94,1.12,40.56,0.27,0.41,5.03,49.69,-26.38,57659.0,0,0,0,1,0,0
3710 Ames Street,Wheat Ridge,80212,3,2,2387,650000,2529,39.7683002,-105.05408375,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,57659.0,1,0,0,1,0,0
9475 W 37th Avenue,Wheat Ridge,80033,4,3,1335,624500,2659,39.76770173,-105.10336817,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,57659.0,0,1,0,0,1,0
3815 Independence Court,Wheat Ridge,80033,3,2,1980,599000,3007,39.76988259,-105.1057699,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,57659.0,1,0,0,1,0,0
11556 W 38th Place,Wheat Ridge,80033,4,2,1789,575000,2615,39.76981145,-105.12774281,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,57659.0,0,1,0,1,0,0
2651 Lamar Street,Wheat Ridge,80214,3,1,1166,526000,2249,39.755792,-105.06802758,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,57659.0,1,0,0,0,0,0
2817 Gray Street,Wheat Ridge,80214,2,1,872,525000,2451,39.75708627,-105.061794,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,57659.0,0,0,0,0,0,0
4355 Newland Street,Wheat Ridge,80033,3,1,1263,520000,2210,39.7756285,-105.07009783,0.0,Westminster 50 School District,80.55,1.94,3.94,74.73,0.68,0.59,2.25,15.88,-19.69,57659.0,1,0,0,0,0,0
3965 Ingalls Street,Wheat Ridge,80033,3,2,1497,520000,2201,39.77187262,-105.06462132,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,57659.0,1,0,0,1,0,0
7640 W 47th Avenue,Wheat Ridge,80033,3,1,1409,519900,1781,39.78135677,-105.08255709,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,57659.0,1,0,0,0,0,0
6201 W 29th Avenue,Wheat Ridge,80214,2,1,952,500000,1862,39.75873189,-105.0652584,0.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,57659.0,0,0,0,0,0,0
4388 Garland Street,Wheat Ridge,80033,3,2,1276,495000,1972,39.77754326,-105.10169345,0.0,Englewood 1 School District,61.99,2.94,1.12,40.56,0.27,0.41,5.03,49.69,-26.38,57659.0,1,0,0,1,0,0
4920 Ingalls Street,Wheat Ridge,80033,4,2,1742,490000,1646,39.7857858,-105.06352154,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,57659.0,0,1,0,1,0,0
7020 W 39th Avenue,Wheat Ridge,80033,2,1,895,489000,1678,39.77058147,-105.07503973,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,57659.0,0,0,0,0,0,0
3870 Newman Street,Wheat Ridge,80033,3,1,870,485000,1938,39.77056592,-105.11791755,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,57659.0,1,0,0,0,0,0
3833 Quay Street,Wheat Ridge,80033,3,2,1764,475000,2491,39.76995599,-105.07356864,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,57659.0,1,0,0,1,0,0
5190 Tabor Street,Wheat Ridge,80033,3,2,1418,449000,2371,39.79079502,-105.13036681,0.0,Westminster 50 School District,80.55,1.94,3.94,74.73,0.68,0.59,2.25,15.88,-19.69,57659.0,1,0,0,1,0,0
4746 Carr Street,Wheat Ridge,80033,3,1,955,420000,1935,39.78246852,-105.09111737,0.0,Adams 12 Five Star Schools,47.39,1.91,4.73,47.0,0.55,0.14,3.32,42.36,-23.4,57659.0,1,0,0,0,0,0
"8140 Brighton Road Unit 1,#2,#3",Commerce City,80022,2,2,1240,749000,1927,39.84451374,-104.92042356,0.0,Adams 12 Five Star Schools,47.39,1.91,4.73,47.0,0.55,0.14,3.32,42.36,-23.4,77065.0,0,0,0,1,0,0
6710 Monaco Street,Commerce City,80022,2,1,1260,425000,1323,39.81837116,-104.91251294,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,77065.0,0,0,0,0,0,0
6945 Olive Street,Commerce City,80022,3,1,1026,399900,1628,39.82263687,-104.90828098,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,77065.0,1,0,0,0,0,0
7096 E 74th Place,Commerce City,80022,3,2,1176,389950,1390,39.83202594,-104.90535082,0.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,77065.0,1,0,0,1,0,0
17004 E Dorado Drive,Centennial,80015,5,4,3292,719900,3921,39.6135,-104.79002,113.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,109324.0,0,0,1,0,0,1
17758 E Dorado Drive,Centennial,80015,5,4,3222,710000,2672,39.61202726,-104.78356995,65.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,109324.0,0,0,1,0,0,1
5459 S Rifle Street,Centennial,80015,5,3,3210,675000,3283,39.61729352,-104.78617382,5.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,109324.0,0,0,1,0,1,0
18272 E Ida Drive,Centennial,80015,4,3,2406,625000,3282,39.60996575,-104.77429846,65.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,109324.0,0,1,0,0,1,0
5390 S Olathe Circle,Centennial,80015,3,4,2659,624900,2918,39.61871,-104.79441,62.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,109324.0,1,0,0,0,0,1
5433 S Quintero Way,Centennial,80015,4,3,2564,599000,3473,39.61730736,-104.78823705,5.166666666666667,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,109324.0,0,1,0,0,1,0
5263 S Zeno Way,Centennial,80015,4,4,2521,580000,2939,39.62007781,-104.77379902,5.416666666666667,Englewood 1 School District,61.99,2.94,1.12,40.56,0.27,0.41,5.03,49.69,-26.38,109324.0,0,1,0,0,0,1
21838 E Powers Drive,Centennial,80015,4,4,2439,579900,3427,39.61388048,-104.73406245,37.0,Englewood 1 School District,61.99,2.94,1.12,40.56,0.27,0.41,5.03,49.69,-26.38,109324.0,0,1,0,0,0,1
17705 E Ida Avenue,Centennial,80015,5,4,3146,575000,3376,39.61110542,-104.78520336,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,109324.0,0,0,1,0,0,1
5284 S Jericho Street,Centennial,80015,4,3,1748,559900,1876,39.62077,-104.74911,70.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,109324.0,0,1,0,0,1,0
5782 S Ouray Court,Centennial,80015,4,3,2708,559900,3265,39.61143976,-104.79215437,62.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,109324.0,0,1,0,0,1,0
5817 S Lisbon Way,Centennial,80015,4,3,2350,525000,2590,39.61106142,-104.74565563,65.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,109324.0,0,1,0,0,1,0
20858 E Progress Avenue,Centennial,80015,3,3,1910,495000,2763,39.62170595,-104.74605691,70.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,109324.0,1,0,0,0,1,0
5838 S Espana Street,Aurora,80015,3,3,2621,714900,3495,39.60994,-104.76017,27.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
21886 E 45th Avenue,Aurora,80019,5,4,4176,709990,2052,39.77786495,-104.73246604,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,0,1,0,0,1
21612 E 60th Avenue,Aurora,80019,4,4,3441,697732,1935,39.80820885,-104.75806485,79.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,1,0,0,0,1
1151 Revere Street,Aurora,80011,3,2,2257,690000,2106,39.73411167,-104.84326917,0.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,1,0,0
5705 S Andes Street,Aurora,80015,5,3,2832,687000,3368,39.61501786,-104.77202067,64.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,0,0,1,0,1,0
6053 N Nepal Street,Aurora,80019,3,3,2462,675500,484,39.80659042,-104.74083537,79.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,1,0,0,0,1,0
21554 E 59th Drive,Aurora,80019,4,4,3269,674632,1935,39.80533989,-104.73519973,79.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,0,1,0,0,0,1
5021 N Quemoy Court,Aurora,80019,2,2,1881,674339,9705,39.78619549,-104.73035118,195.0,Adams-Arapahoe 28J School District,77.81,16.37,5.28,55.53,0.74,1.07,6.08,14.92,-39.37,65100.0,0,0,0,1,0,0
20988 E 60th Place,Aurora,80019,4,4,3269,669068,484,39.80533989,-104.73519973,79.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,1,0,0,0,1
5031 Quemoy Court,Aurora,80019,2,2,2542,666296,9502,39.786493,-104.730676,195.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,0,0,1,0,0
18927 E Crestridge Circle,Aurora,80015,5,4,2767,663300,3002,39.61585,-104.76806,65.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,0,0,1,0,0,1
21721 E 50th Drive,Aurora,80019,3,3,2542,650531,8716,39.78590007,-104.73389429,185.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
4722 S Biscay Court,Aurora,80015,4,3,2528,649900,2260,39.63096966,-104.76672446,52.0,Cherry Creek 5 School District,31.32,10.96,8.53,21.0,0.58,0.26,8.19,50.48,-29.53,65100.0,0,1,0,0,1,0
21305 E 59th Drive,Aurora,80019,4,3,2005,648313,8000,39.80660834,-104.73482558,85.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,1,0,0,1,0
21584 E 59th Drive,Aurora,80019,3,3,2992,647621,1935,39.80356979,-104.73592555,79.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
15079 E Layton Place,Aurora,80015,4,4,3680,644900,1810,39.62927561,-104.81256971,0.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,0,1,0,0,0,1
5042 N Quemoy Street,Aurora,80019,2,2,1981,644139,9204,39.78701212,-104.73022105,195.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,0,0,0,1,0,0
21564 E 59th Drive,Aurora,80019,3,3,2571,639594,1935,39.80344409,-104.73615096,79.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
6034 N Malta Street,Aurora,80019,3,3,2499,637041,483,39.80633097,-104.74135013,79.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
6043 N Nepal Street,Aurora,80019,3,3,2499,630500,484,39.80641378,-104.74084457,79.0,Englewood 1 School District,61.99,2.94,1.12,40.56,0.27,0.41,5.03,49.69,-26.38,65100.0,1,0,0,0,1,0
20717 E Brunswick Place,Aurora,80013,2,2,1956,629000,5057,39.66492075,-104.74670757,42.0,Jefferson County R-1 School District,37.16,1.45,2.89,26.14,0.62,0.14,4.07,64.7,-23.29,65100.0,0,0,0,1,0,0
5469 S Shawnee Way,Aurora,80015,3,3,2417,624300,3680,39.61703,-104.72962,70.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
21364 E 59th Drive,Aurora,80019,3,3,2187,623500,1935,39.80444505,-104.73882457,79.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
21668 E 61st Dr,Aurora,80019,3,3,3217,621000,1935,39.80774535,-104.73487384,79.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
21344 E 59th Drive,Aurora,80019,3,3,2132,620500,1935,39.80449794,-104.73895905,79.0,Denver County 1 School District,65.04,12.19,2.77,53.59,0.71,0.4,3.71,26.62,-34.32,65100.0,1,0,0,0,1,0
