,address,city,zip,beds,baths,sqft,listPrice,taxes,hoaFees,hoaFreq,lat,lng,district,elementarySchool,middleSchool,highSchool
616,1380 Dallas Street,Aurora,80010,2.0,1.0,796,399900,"$1,883",$0,N/A,39.73787649,-104.87617261,Adams-Arapahoe 28J,Boston K-8,Boston K-8,Aurora Central
617,6945 Olive Street,Commerce City,80022,3.0,1.0,"1,026",399900,"$1,628",$0,N/A,39.82263687,-104.90828098,Adams 14,Kemp,Kearney,Adams City
618,20763 E 44th Avenue,Denver,80249,2.0,1.0,801,399000,"$1,841",$0,N/A,39.77800622,-104.7489264,Denver 1,Green Valley,Dr. Martin Luther King,Dr. Martin Luther King
619,917 Fulton Street,Aurora,80010,4.0,2.0,"1,464",398000,"$1,144",$0,N/A,39.73006648,-104.87035133,Adams-Arapahoe 28J,Fulton,Aurora West,Aurora Central
620,431 W 8th Avenue,Denver,80204,1.0,1.0,781,395000,"$1,572",$0,N/A,39.72914779,-104.99368564,Denver 1,Dora Moore,Morey,West
621,1773 Lansing Street,Aurora,80010,2.0,1.0,720,395000,"$2,370",$0,N/A,39.74528704,-104.8573156,Adams-Arapahoe 28J,Crawford,Aurora West,Aurora Central
622,1175 S Winona Court,Denver,80219,3.0,2.0,"1,130",395000,"$1,711",$0,N/A,39.69580444,-105.04744039,Denver 1,Force,West Leadership,John F. Kennedy
623,2820 W Park Place,Denver,80219,2.0,1.0,662,395000,"$1,283",$0,N/A,39.71915651,-105.02332183,Denver 1,Barnum,Grant,West
624,4968 Julian Street,Denver,80221,2.0,1.0,670,394000,"$1,722",$0,N/A,39.78685506,-105.0307709,Denver 1,Beach Court,Skinner,North
625,7793 Navajo Street,Denver,80221,3.0,2.0,"1,017",392000,"$1,689",$0,N/A,39.83796,-105.00447,Westminster Public Schools,Other,Other,Other
626,15622 E Colorado Avenue,Aurora,80017,3.0,2.0,904,390000,"$1,856",$0,N/A,39.68431014,-104.80624541,Adams-Arapahoe 28J,Yale,Columbia,Gateway
627,701 Drake Street,Denver,80221,3.0,1.0,960,390000,"$2,012",$0,N/A,39.83500348,-104.99560365,Westminster Public Schools,Westminster,Ranum,Westminster
628,7096 E 74th Place,Commerce City,80022,3.0,2.0,"1,176",389950,"$1,390",$0,N/A,39.83202594,-104.90535082,Adams 14,Hanson Prek-8,Kearney,Adams City
629,440 Lowell Boulevard,Denver,80204,2.0,1.0,"1,028",389000,"$1,612",$0,N/A,39.72366,-105.03476,Denver 1,Newlon,Grant,West
630,440 Lowell Boulevard,Denver,80204,2.0,1.0,"1,028",389000,"$1,612",$0,N/A,39.72366077,-105.03488802,Denver 1,Newlon,Grant,West
631,1780 Moline Street,Aurora,80010,3.0,1.0,918,385000,"$2,381",$0,N/A,39.74533697,-104.8536779,Adams-Arapahoe 28J,Montview,North,Aurora Central
632,1640 Yosemite Street,Denver,80220,3.0,2.0,"1,676",385000,"$2,404",$0,N/A,39.74276821,-104.88431858,Adams-Arapahoe 28J,Crawford,Aurora West,Aurora Central
633,4341 W Center Avenue Unit C,Denver,80219,4.0,2.0,"1,919",385000,"$1,489",$0,N/A,39.70608561,-105.04489576,Denver 1,Knapp,Grant,West
634,15734 E Colorado Avenue,Aurora,80017,3.0,1.0,904,385000,"$1,059",$0,N/A,39.68447028,-104.805011,Adams-Arapahoe 28J,Yale,Aurora Hills,Gateway
635,1538 Alton Street,Aurora,80010,3.0,2.0,"1,268",384995,"$2,383",$0,N/A,39.74103102,-104.88186417,Adams-Arapahoe 28J,Crawford,Aurora West,Aurora Central
636,1416 Chase Street,Lakewood,80214,2.0,1.0,790,384000,"$1,469",$0,N/A,39.73893927,-105.05626306,Jefferson County R-1,Molholm,Jefferson,Jefferson
637,5552 Xanadu Street,Denver,80239,3.0,1.0,"1,064",381000,"$1,383",$0,N/A,39.79601027,-104.829601,Denver 1,Lena Archuleta,Strive Montbello,DSST: Stapleton
638,4652 S Pagosa Circle,Aurora,80015,2.0,1.0,732,379900,"$1,383",$0,N/A,39.6322717,-104.78806729,Cherry Creek 5,Meadow Point,Falcon Creek,Grandview
639,3484 S Canosa Court,Englewood,80110,3.0,1.0,560,379000,"$1,217",$0,N/A,39.65394309,-105.01904892,Sheridan 2,Sheridan,Sheridan,Sheridan
640,11000 W 41st Place,Wheat Ridge,80033,4.0,2.0,"2,043",375000,"$2,281",$0,N/A,39.77306505,-105.12164371,Jefferson County R-1,Prospect Valley,Everitt,Wheat Ridge
641,1355 Benton Street,Lakewood,80214,2.0,1.0,704,375000,"$1,357",$0,N/A,39.7377421,-105.05579317,Jefferson County R-1,Molholm,Jefferson,Jefferson
642,861 Troy Street,Aurora,80011,3.0,2.0,"1,643",375000,"$1,330",$0,N/A,39.7293997,-104.83775899,Adams-Arapahoe 28J,Vaughn,South,William Smith
643,1980 Spruce Street,Denver,80220,2.0,2.0,857,375000,"$1,794",$0,N/A,39.74708743,-104.89733736,Denver 1,Ashley,Hill,George Washington
644,1012 S Zeno Way,Aurora,80017,3.0,2.0,"1,699",370000,"$1,926",$249,Monthly,39.70027624,-104.7725129,Adams-Arapahoe 28J,Murphy Creek K-8,Murphy Creek K-8,Vista Peak
645,6740 Birch Street,Commerce City,80022,2.0,1.0,786,369900,"$1,387",$0,N/A,39.81877595,-104.9364566,Adams 14,Alsup,Adams City,Adams City
646,1632 Xanthia Street,Denver,80220,2.0,1.0,820,369000,"$1,812",$0,N/A,39.74263722,-104.88717998,Denver 1,Ashley,Hill,George Washington
647,220 Del Norte Street,Denver,80221,3.0,1.0,984,368800,"$1,752",$0,N/A,39.83428898,-104.98986836,Mapleton R-1,Global Lead. Acad. K-12,Global Lead. Acad. K-12,Global Lead. Acad. K-12
648,1665 Lima Street,Aurora,80010,3.0,1.0,"1,488",361000,"$2,621",$0,N/A,39.74319942,-104.85675351,Adams-Arapahoe 28J,Paris,North,Aurora Central
649,1598 W Alameda Avenue,Denver,80223,2.0,1.0,793,350000,"$1,571",$0,N/A,39.71102567,-105.01081881,Denver 1,Valverde,Compass Academy,West
650,1594 W Alameda Avenue,Denver,80223,2.0,1.0,721,350000,"$1,466",$0,N/A,39.71107519,-105.01068781,Denver 1,Valverde,Compass Academy,West
651,6750 E 75th Place,Commerce City,80022,3.0,1.0,768,349999,"$1,750",$0,N/A,39.83394355,-104.91017518,Adams 14,Monaco,Adams City,Adams City
652,3880 S Bannock Street,Englewood,80110,1.0,1.0,440,349500,"$1,302",$0,N/A,39.64636877,-104.98971083,Englewood 1,Clayton,Englewood,Englewood
653,3605 S Hooker Street,Englewood,80110,3.0,1.0,816,349000,"$2,189",$0,N/A,39.65076325,-105.02916091,Sheridan 2,Sheridan,Sheridan,Sheridan
654,783 Galena Street,Aurora,80010,3.0,1.0,"1,294",340000,"$1,323",$0,N/A,39.7278111,-104.86980146,Adams-Arapahoe 28J,Fulton,Aurora West,Aurora Central
655,1700 Clinton Street,Aurora,80010,3.0,1.0,960,340000,"$2,364",$0,N/A,39.74393035,-104.87729755,Adams-Arapahoe 28J,Crawford,Aurora West,Aurora Central
656,1520 Tamarac Street,Denver,80220,2.0,1.0,953,340000,"$1,380",$0,N/A,39.74062962,-104.89483981,Denver 1,Ashley,Hill,George Washington
657,745 Lima Street,Aurora,80010,2.0,1.0,736,339700,"$1,660",$0,N/A,39.72718585,-104.85895081,Adams-Arapahoe 28J,Kenton,Aurora West,Aurora Central
658,1450 Fenton Street,Lakewood,80214,2.0,1.0,570,329000,"$1,409",$0,N/A,39.73931696,-105.05990579,Jefferson County R-1,Molholm,Jefferson,Jefferson
659,1241 Elmira Street,Aurora,80010,2.0,1.0,793,325000,"$1,824",$0,N/A,39.73556687,-104.87325255,Adams-Arapahoe 28J,Kenton,Aurora West,Aurora Central
660,6780 Irving Street,Denver,80221,3.0,2.0,"1,476",325000,"$2,880",$0,N/A,39.81978232,-105.0296096,Westminster Public Schools,Hodgkins,Scott Carpenter,Westminster
661,4431 Cherokee Street,Denver,80216,1.0,1.0,522,315000,"$1,450",$0,N/A,39.77681994,-104.99098002,Denver 1,Garden Place,Cole Arts And Science Academy,Manual
662,7121 Jasmine Street,Commerce City,80022,2.0,1.0,768,315000,"$1,383",$0,N/A,39.8261346,-104.91885086,Adams 14,Monaco,Adams City,Adams City
663,1411 Elmira Street,Aurora,80010,2.0,1.0,771,299900,"$1,664",$0,N/A,39.7385843,-104.87338136,Adams-Arapahoe 28J,Kenton,Aurora West,Aurora Central
664,10355 E 23rd Avenue,Aurora,80010,3.0,1.0,768,280000,"$2,509",$0,N/A,39.7512231,-104.86726424,Adams-Arapahoe 28J,Fletcher,North,Aurora Central
665,3464 W Alaska Place,Denver,80219,1.0,1.0,598,270000,$606,$0,N/A,39.70826566,-105.03295641,Denver 1,Munroe,Compass Academy,West
666,2301 Galena Street,Aurora,80010,2.0,1.0,816,267000,"$2,606",$0,N/A,39.75122444,-104.86960348,Adams-Arapahoe 28J,Fletcher,North,Aurora Central
668,3173 W Ohio Avenue,Denver,80219,1.0,1.0,794,229000,"$1,285",$0,N/A,39.70243913,-105.02809354,Denver 1,Goldrick,Kepner,Abraham Lincoln
